Member_ID,Gender,Age,Days_Since_Registration,Age_Group,group_kainin,Transaction_ID,Transaction_Date,Product_ID,Store_ID,Quantity,Amount,Amount_flag,Quantity_flag,Total2,Amount_pct,Quantity_label,Female,Male,Amount_Stead
177,Female,34,1397,31-50,2年〜,915,2024-08-20 14:52:00,1,20,1,5690,1,0,7600,1,Low,True,False,0.1265284872533025
177,Female,34,1397,31-50,2年〜,959,2024-08-25 23:49:00,33,17,3,800,0,1,7600,1,Medium,True,False,-1.634462839539493
178,Male,80,86,66-,〜1年,247,2024-05-31 01:00:00,7,15,3,4340,1,1,19690,3,Medium,False,True,-0.35963476247476983
178,Male,80,86,66-,〜1年,268,2024-06-02 14:33:00,23,9,1,2530,1,0,19690,3,Low,False,True,-1.0114536380361114
178,Male,80,86,66-,〜1年,604,2024-07-13 15:21:00,1,18,3,3940,1,1,19690,3,Medium,False,True,-0.5036831327645691
178,Male,80,86,66-,〜1年,624,2024-07-16 01:58:00,27,14,1,6080,1,0,19690,3,Low,False,True,0.2669756482858568
178,Male,80,86,66-,〜1年,691,2024-07-24 06:20:00,8,6,1,2800,1,0,19690,3,Low,False,True,-0.9142209880904969
179,Male,63,1988,51-65,2年〜,888,2024-08-17 07:44:00,9,3,3,3410,1,1,3410,1,Medium,False,True,-0.694547223398553
180,Male,70,1473,66-,2年〜,181,2024-05-22 23:34:00,36,2,3,8940,1,1,15720,2,Medium,False,True,1.2969214958579212
180,Male,70,1473,66-,2年〜,765,2024-08-02 07:13:00,1,9,1,6780,1,0,15720,2,Low,False,True,0.5190602962930054
181,Female,18,1844,-30,2年〜,294,2024-06-05 18:45:00,42,2,4,7210,1,1,8050,1,high,True,False,0.6739122943545396
181,Female,18,1844,-30,2年〜,385,2024-06-16 21:28:00,4,5,4,840,0,1,8050,1,high,True,False,-1.6200580025105131
182,Female,19,775,-30,2年〜,576,2024-07-10 05:17:00,20,14,4,5880,1,1,7310,1,high,True,False,0.19495146314095715
182,Female,19,775,-30,2年〜,591,2024-07-12 01:14:00,10,8,2,1430,0,0,7310,1,Low,True,False,-1.4075866563330592
183,Male,80,1961,66-,2年〜,281,2024-06-04 04:39:00,14,1,1,5570,1,0,46530,4,Low,False,True,0.08331397616636275
183,Male,80,1961,66-,2年〜,301,2024-06-06 15:16:00,47,17,1,3610,1,0,46530,4,Low,False,True,-0.6225230382536534
183,Male,80,1961,66-,2年〜,394,2024-06-17 23:51:00,12,4,3,2370,1,1,46530,4,Medium,False,True,-1.069072986152031
183,Male,80,1961,66-,2年〜,527,2024-07-04 05:40:00,41,5,2,8070,1,0,46530,4,Low,False,True,0.9836162904776079
183,Male,80,1961,66-,2年〜,529,2024-07-04 11:31:00,37,9,2,9080,1,0,46530,4,Low,False,True,1.347338425459351
183,Male,80,1961,66-,2年〜,858,2024-08-13 15:48:00,38,14,2,9820,1,0,46530,4,Low,False,True,1.6138279104954796
183,Male,80,1961,66-,2年〜,934,2024-08-22 22:33:00,45,7,1,8010,1,0,46530,4,Low,False,True,0.962009034934138
184,Male,74,1452,66-,2年〜,439,2024-06-23 11:44:00,35,5,1,6030,1,0,9840,1,Low,False,True,0.24896960199963186
184,Male,74,1452,66-,2年〜,598,2024-07-12 21:45:00,4,17,1,3810,1,0,9840,1,Low,False,True,-0.5504988531087538
186,Male,80,239,66-,〜1年,453,2024-06-25 04:46:00,9,6,2,9820,1,0,13910,2,Low,False,True,1.6138279104954796
186,Male,80,239,66-,〜1年,482,2024-06-28 17:46:00,35,11,4,550,0,1,13910,2,high,False,True,-1.7244930709706174
186,Male,80,239,66-,〜1年,507,2024-07-01 19:03:00,24,11,3,3540,1,1,13910,2,Medium,False,True,-0.6477315030543683
188,Female,80,80,66-,〜1年,99,2024-05-12 23:13:00,13,9,2,4370,1,0,15680,2,Low,True,False,-0.3488311347030349
188,Female,80,80,66-,〜1年,298,2024-06-06 06:29:00,2,16,4,3900,1,1,15680,2,high,True,False,-0.518087969793549
188,Female,80,80,66-,〜1年,495,2024-06-30 07:52:00,22,5,3,2440,1,1,15680,2,Medium,True,False,-1.0438645213513162
188,Female,80,80,66-,〜1年,515,2024-07-02 18:29:00,20,4,1,1770,0,0,15680,2,Low,True,False,-1.28514554158673
188,Female,80,80,66-,〜1年,578,2024-07-10 11:08:00,11,7,1,3200,1,0,15680,2,Low,True,False,-0.7701726178006977
189,Male,54,682,51-65,1年〜2年,438,2024-06-23 08:49:00,14,20,2,7700,1,0,17800,3,Low,False,True,0.8503715479595436
189,Male,54,682,51-65,1年〜2年,748,2024-07-31 05:24:00,35,16,1,7980,1,0,17800,3,Low,False,True,0.9512054071624031
189,Male,54,682,51-65,1年〜2年,917,2024-08-20 20:43:00,23,8,3,2120,1,1,17800,3,Medium,False,True,-1.1591032175831555
190,Female,57,719,51-65,2年〜,182,2024-05-23 02:29:00,38,11,1,960,0,0,27250,4,Low,True,False,-1.5768434914235734
190,Female,57,719,51-65,2年〜,254,2024-05-31 21:31:00,37,6,1,8510,1,0,27250,4,Low,True,False,1.142069497796387
190,Female,57,719,51-65,2年〜,377,2024-06-15 22:01:00,11,9,4,1770,0,1,27250,4,high,True,False,-1.28514554158673
190,Female,57,719,51-65,2年〜,763,2024-08-02 01:22:00,1,20,4,5150,1,1,27250,4,high,True,False,-0.06793681263792643
190,Female,57,719,51-65,2年〜,813,2024-08-08 03:54:00,46,19,2,4720,1,0,27250,4,Low,True,False,-0.2227888106994606
190,Female,57,719,51-65,2年〜,919,2024-08-21 02:35:00,17,5,2,6140,1,0,27250,4,Low,True,False,0.28858290382932666
191,Male,71,553,66-,1年〜2年,271,2024-06-02 23:21:00,46,14,1,8310,1,0,28460,4,Low,False,True,1.0700453126514875
191,Male,71,553,66-,1年〜2年,299,2024-06-06 09:25:00,26,17,1,2240,1,0,28460,4,Low,False,True,-1.1158887064962157
191,Male,71,553,66-,1年〜2年,441,2024-06-23 17:36:00,41,12,2,5890,1,0,28460,4,Low,False,True,0.19855267239820212
191,Male,71,553,66-,1年〜2年,789,2024-08-05 05:34:00,19,1,3,8120,1,1,28460,4,Medium,False,True,1.0016223367638328
191,Male,71,553,66-,1年〜2年,794,2024-08-05 20:13:00,26,11,2,3900,1,0,28460,4,Low,False,True,-0.518087969793549
192,Male,47,426,31-50,1年〜2年,319,2024-06-08 20:02:00,19,1,3,7440,1,1,26780,4,Medium,False,True,0.7567401072711741
192,Male,47,426,31-50,1年〜2年,523,2024-07-03 17:56:00,27,18,2,2640,1,0,26780,4,Low,False,True,-0.9718403362064165
192,Male,47,426,31-50,1年〜2年,564,2024-07-08 18:06:00,28,11,2,3740,1,0,26780,4,Low,False,True,-0.5757073179094687
192,Male,47,426,31-50,1年〜2年,659,2024-07-20 08:33:00,44,17,4,3520,1,1,26780,4,high,False,True,-0.6549339215688583
192,Male,47,426,31-50,1年〜2年,925,2024-08-21 20:10:00,6,9,4,8880,1,1,26780,4,high,False,True,1.2753142403144513
192,Male,47,426,31-50,1年〜2年,937,2024-08-23 07:21:00,3,9,2,560,0,0,26780,4,Low,False,True,-1.7208918617133726
194,Male,25,1030,-30,2年〜,894,2024-08-18 01:19:00,17,6,4,9630,1,1,9630,1,high,False,True,1.545404934607825
196,Male,52,60,51-65,〜1年,115,2024-05-14 22:07:00,23,9,2,3620,1,0,44030,4,Low,False,True,-0.6189218289964085
196,Male,52,60,51-65,〜1年,184,2024-05-23 08:21:00,33,4,2,6650,1,0,44030,4,Low,False,True,0.4722445759488207
196,Male,52,60,51-65,〜1年,304,2024-06-07 00:04:00,39,5,4,4620,1,1,44030,4,high,False,True,-0.2588009032719104
196,Male,52,60,51-65,〜1年,603,2024-07-13 12:25:00,43,2,2,8510,1,0,44030,4,Low,False,True,1.142069497796387
196,Male,52,60,51-65,〜1年,626,2024-07-16 07:49:00,15,10,3,8380,1,1,44030,4,Medium,False,True,1.0952537774522022
196,Male,52,60,51-65,〜1年,743,2024-07-30 14:45:00,49,15,3,5760,1,1,44030,4,Medium,False,True,0.15173695205401738
196,Male,52,60,51-65,〜1年,848,2024-08-12 10:29:00,39,8,1,6490,1,0,44030,4,Low,False,True,0.41462522783290096
197,Male,36,498,31-50,1年〜2年,692,2024-07-24 09:16:00,30,19,2,3150,1,0,3150,1,Low,False,True,-0.7881786640869225
198,Male,80,1592,66-,2年〜,537,2024-07-05 10:58:00,12,8,1,8450,1,0,21590,3,Low,False,True,1.1204622422529171
198,Male,80,1592,66-,2年〜,542,2024-07-06 01:38:00,13,14,1,690,0,0,21590,3,Low,False,True,-1.6740761413691878
198,Male,80,1592,66-,2年〜,557,2024-07-07 21:35:00,40,13,1,9330,1,0,21590,3,Low,False,True,1.4373686568904755
198,Male,80,1592,66-,2年〜,640,2024-07-18 00:51:00,30,6,2,3120,1,0,21590,3,Low,False,True,-0.7989822918586575
199,Female,52,904,51-65,2年〜,613,2024-07-14 17:43:00,50,15,1,5020,1,0,5020,1,Low,True,False,-0.11475253298211117
200,Female,73,366,66-,1年〜2年,125,2024-05-16 03:26:00,21,7,3,5370,1,1,18720,3,Medium,True,False,0.011289791021463146
200,Female,73,366,66-,1年〜2年,338,2024-06-11 03:43:00,24,18,1,9180,1,0,18720,3,Low,True,False,1.3833505180318009
200,Female,73,366,66-,1年〜2年,345,2024-06-12 00:14:00,8,15,1,4170,1,0,18720,3,Low,True,False,-0.4208553198479345
201,Female,32,1286,31-50,2年〜,783,2024-08-04 11:59:00,5,1,1,8260,1,0,25540,4,Low,True,False,1.0520392663652625
201,Female,32,1286,31-50,2年〜,827,2024-08-09 20:56:00,36,4,4,8140,1,1,25540,4,high,True,False,1.0088247552783227
201,Female,32,1286,31-50,2年〜,871,2024-08-15 05:54:00,14,16,4,4590,1,1,25540,4,high,True,False,-0.26960453104364535
201,Female,32,1286,31-50,2年〜,981,2024-08-28 16:18:00,44,2,4,4550,1,1,25540,4,high,True,False,-0.2840093680726253
202,Female,41,379,31-50,1年〜2年,68,2024-05-09 04:22:00,50,15,1,9330,1,0,27130,4,Low,True,False,1.4373686568904755
202,Female,41,379,31-50,1年〜2年,492,2024-06-29 23:05:00,38,3,4,8010,1,1,27130,4,high,True,False,0.962009034934138
202,Female,41,379,31-50,1年〜2年,976,2024-08-28 01:39:00,10,17,2,9790,1,0,27130,4,Low,True,False,1.6030242827237446
203,Male,49,184,31-50,〜1年,7,2024-05-01 17:35:00,43,5,3,9830,1,1,31990,4,Medium,False,True,1.6174291197527244
203,Male,49,184,31-50,〜1年,333,2024-06-10 13:04:00,50,15,2,4040,1,0,31990,4,Low,False,True,-0.4676710401921193
203,Male,49,184,31-50,〜1年,420,2024-06-21 04:03:00,9,17,4,1770,0,1,31990,4,high,False,True,-1.28514554158673
203,Male,49,184,31-50,〜1年,610,2024-07-14 08:56:00,31,6,3,8700,1,1,31990,4,Medium,False,True,1.2104924736840417
203,Male,49,184,31-50,〜1年,844,2024-08-11 22:46:00,37,16,2,7650,1,0,31990,4,Low,False,True,0.8323655016733187
205,Male,77,1643,66-,2年〜,594,2024-07-12 10:02:00,11,20,1,8420,1,0,8420,1,Low,False,True,1.1096586144811822
206,Female,24,977,-30,2年〜,207,2024-05-26 03:46:00,17,19,2,1720,0,0,9800,1,Low,True,False,-1.3031515878729547
206,Female,24,977,-30,2年〜,830,2024-08-10 05:44:00,24,4,2,8080,1,0,9800,1,Low,True,False,0.9872174997348528
207,Male,58,642,51-65,1年〜2年,801,2024-08-06 16:44:00,42,18,3,2940,1,1,2940,1,Medium,False,True,-0.8638040584890672
208,Male,19,144,-30,〜1年,57,2024-05-07 20:07:00,5,9,3,3940,1,1,11650,2,Medium,False,True,-0.5036831327645691
208,Male,19,144,-30,〜1年,145,2024-05-18 14:03:00,19,10,4,7710,1,1,11650,2,high,False,True,0.8539727572167886
209,Female,41,262,31-50,〜1年,136,2024-05-17 11:40:00,34,8,4,7220,1,1,7760,1,high,True,False,0.6775135036117845
209,Female,41,262,31-50,〜1年,472,2024-06-27 12:28:00,6,13,1,540,0,0,7760,1,Low,True,False,-1.7280942802278625
210,Male,30,1118,-30,2年〜,705,2024-07-25 23:22:00,29,16,1,5560,1,0,22550,3,Low,False,True,0.07971276690911777
210,Male,30,1118,-30,2年〜,802,2024-08-06 19:40:00,20,6,2,6810,1,0,22550,3,Low,False,True,0.5298639240647404
210,Male,30,1118,-30,2年〜,902,2024-08-19 00:46:00,49,17,2,5110,1,0,22550,3,Low,False,True,-0.08234164966690635
210,Male,30,1118,-30,2年〜,978,2024-08-28 07:31:00,20,6,4,5070,1,1,22550,3,high,False,True,-0.09674648669588627
211,Male,35,1362,31-50,2年〜,357,2024-06-13 11:24:00,15,20,1,3640,1,0,21480,3,Low,False,True,-0.6117194104819185
211,Male,35,1362,31-50,2年〜,480,2024-06-28 11:54:00,21,11,4,1470,0,1,21480,3,high,False,True,-1.3931818193040792
211,Male,35,1362,31-50,2年〜,517,2024-07-03 00:21:00,16,10,2,6670,1,0,21480,3,Low,False,True,0.4794469944633106
211,Male,35,1362,31-50,2年〜,751,2024-07-31 14:11:00,39,17,4,9700,1,1,21480,3,high,False,True,1.5706133994085398
212,Male,31,1731,31-50,2年〜,777,2024-08-03 18:24:00,22,11,3,1950,0,1,1950,1,Medium,False,True,-1.2203237749563203
213,Female,64,698,51-65,1年〜2年,291,2024-06-05 09:58:00,40,19,1,7250,1,0,40770,4,Low,True,False,0.6883171313835195
213,Female,64,698,51-65,1年〜2年,293,2024-06-05 15:49:00,34,1,1,1570,0,0,40770,4,Low,True,False,-1.3571697267316294
213,Female,64,698,51-65,1年〜2年,399,2024-06-18 14:30:00,29,10,1,8760,1,0,40770,4,Low,True,False,1.2320997292275115
213,Female,64,698,51-65,1年〜2年,430,2024-06-22 09:22:00,48,4,1,3680,1,0,40770,4,Low,True,False,-0.5973145734529386
213,Female,64,698,51-65,1年〜2年,584,2024-07-11 04:43:00,17,3,1,1690,0,0,40770,4,Low,True,False,-1.3139552156446896
213,Female,64,698,51-65,1年〜2年,670,2024-07-21 16:47:00,25,18,1,520,0,0,40770,4,Low,True,False,-1.7352966987423524
213,Female,64,698,51-65,1年〜2年,753,2024-07-31 20:03:00,26,13,2,8900,1,0,40770,4,Low,True,False,1.2825166588289414
213,Female,64,698,51-65,1年〜2年,996,2024-08-30 12:16:00,33,15,3,8400,1,1,40770,4,Medium,True,False,1.1024561959666923
214,Male,33,1390,31-50,2年〜,46,2024-05-06 11:53:00,18,2,1,3520,1,0,20040,3,Low,False,True,-0.6549339215688583
214,Male,33,1390,31-50,2年〜,337,2024-06-11 00:47:00,46,8,3,3540,1,1,20040,3,Medium,False,True,-0.6477315030543683
214,Male,33,1390,31-50,2年〜,667,2024-07-21 08:00:00,12,9,4,7940,1,1,20040,3,high,False,True,0.9368005701334232
214,Male,33,1390,31-50,2年〜,672,2024-07-21 22:39:00,19,16,1,790,0,0,20040,3,Low,False,True,-1.638064048796738
214,Male,33,1390,31-50,2年〜,900,2024-08-18 18:54:00,37,5,4,4250,1,1,20040,3,high,False,True,-0.3920456457899747
215,Male,58,1445,51-65,2年〜,132,2024-05-16 23:57:00,24,5,2,5930,1,0,9590,1,Low,False,True,0.21295750942718206
215,Male,58,1445,51-65,2年〜,822,2024-08-09 06:17:00,3,2,4,2550,1,1,9590,1,high,False,True,-1.0042512195216213
215,Male,58,1445,51-65,2年〜,958,2024-08-25 20:54:00,6,15,4,1110,0,1,9590,1,high,False,True,-1.5228253525648987
216,Male,47,1511,31-50,2年〜,197,2024-05-24 22:27:00,47,16,3,8350,1,1,24980,3,Medium,False,True,1.0844501496804673
216,Male,47,1511,31-50,2年〜,505,2024-07-01 13:11:00,17,16,2,9060,1,0,24980,3,Low,False,True,1.340136006944861
216,Male,47,1511,31-50,2年〜,754,2024-07-31 22:59:00,14,18,2,4790,1,0,24980,3,Low,False,True,-0.19758034589874574
216,Male,47,1511,31-50,2年〜,873,2024-08-15 11:46:00,47,15,4,2780,1,1,24980,3,high,False,True,-0.9214234066049868
217,Female,69,1961,66-,2年〜,375,2024-06-15 16:10:00,29,4,3,5020,1,1,14660,2,Medium,True,False,-0.11475253298211117
217,Female,69,1961,66-,2年〜,593,2024-07-12 07:06:00,19,14,3,9640,1,1,14660,2,Medium,True,False,1.54900614386507
218,Female,76,1932,66-,2年〜,102,2024-05-13 08:01:00,45,10,4,4390,1,1,19530,3,high,True,False,-0.34162871618854496
218,Female,76,1932,66-,2年〜,622,2024-07-15 20:06:00,50,8,4,3740,1,1,19530,3,high,True,False,-0.5757073179094687
218,Female,76,1932,66-,2年〜,762,2024-08-01 22:26:00,4,19,4,2050,1,1,19530,3,high,True,False,-1.1843116823838704
218,Female,76,1932,66-,2年〜,906,2024-08-19 12:29:00,17,15,4,9350,1,1,19530,3,high,True,False,1.4445710754049654
219,Female,79,1639,66-,2年〜,283,2024-06-04 10:31:00,45,3,1,4840,1,0,16260,2,Low,True,False,-0.17957429961252083
219,Female,79,1639,66-,2年〜,463,2024-06-26 10:05:00,34,11,2,8140,1,0,16260,2,Low,True,False,1.0088247552783227
219,Female,79,1639,66-,2年〜,807,2024-08-07 10:19:00,8,9,2,3280,1,0,16260,2,Low,True,False,-0.7413629437427378
220,Male,68,871,66-,2年〜,47,2024-05-06 14:49:00,28,3,2,4120,1,0,7150,1,Low,False,True,-0.43886136613415944
220,Male,68,871,66-,2年〜,366,2024-06-14 13:47:00,17,11,2,770,0,0,7150,1,Low,False,True,-1.6452664673112278
220,Male,68,871,66-,2年〜,586,2024-07-11 10:35:00,44,20,4,620,0,1,7150,1,high,False,True,-1.6992846061699027
220,Male,68,871,66-,2年〜,588,2024-07-11 16:27:00,42,10,4,930,0,1,7150,1,high,False,True,-1.5876471191953083
220,Male,68,871,66-,2年〜,713,2024-07-26 22:49:00,28,3,3,710,0,1,7150,1,Medium,False,True,-1.666873722854698
221,Male,49,629,31-50,1年〜2年,265,2024-06-02 05:45:00,35,19,4,6100,1,1,10330,2,high,False,True,0.27417806680034673
221,Male,49,629,31-50,1年〜2年,313,2024-06-08 02:27:00,1,11,2,1730,0,0,10330,2,Low,False,True,-1.2995503786157099
221,Male,49,629,31-50,1年〜2年,502,2024-07-01 04:23:00,3,10,3,2500,1,1,10330,2,Medium,False,True,-1.0222572658078464
222,Male,22,288,-30,〜1年,406,2024-06-19 11:01:00,21,13,3,9410,1,1,18260,3,Medium,False,True,1.4661783309484353
222,Male,22,288,-30,〜1年,846,2024-08-12 04:38:00,40,1,4,8850,1,1,18260,3,high,False,True,1.2645106125427164
223,Male,70,409,66-,1年〜2年,367,2024-06-14 16:43:00,23,11,3,3710,1,1,22890,3,Medium,False,True,-0.5865109456812037
223,Male,70,409,66-,1年〜2年,478,2024-06-28 06:03:00,1,3,2,2910,1,0,22890,3,Low,False,True,-0.8746076862608021
223,Male,70,409,66-,1年〜2年,736,2024-07-29 18:14:00,27,17,1,8740,1,0,22890,3,Low,False,True,1.2248973107130217
223,Male,70,409,66-,1年〜2年,1000,2024-08-31 00:00:00,5,12,2,7530,1,0,22890,3,Low,False,True,0.7891509905863789
224,Female,20,335,-30,〜1年,419,2024-06-21 01:07:00,30,18,2,2380,1,0,12180,2,Low,True,False,-1.0654717768947861
224,Female,20,335,-30,〜1年,460,2024-06-26 01:17:00,23,18,2,9800,1,0,12180,2,Low,True,False,1.6066254919809895
225,Female,43,657,31-50,1年〜2年,804,2024-08-07 01:32:00,50,13,1,9670,1,0,16490,2,Low,True,False,1.559809771636805
225,Female,43,657,31-50,1年〜2年,969,2024-08-27 05:08:00,13,3,2,6820,1,0,16490,2,Low,True,False,0.5334651333219853
226,Female,62,1807,51-65,2年〜,76,2024-05-10 03:49:00,26,2,1,5520,1,0,18960,3,Low,True,False,0.06530792988013785
226,Female,62,1807,51-65,2年〜,172,2024-05-21 21:11:00,6,11,1,1400,0,0,18960,3,Low,True,False,-1.4183902841047942
226,Female,62,1807,51-65,2年〜,389,2024-06-17 09:12:00,13,9,4,3400,1,1,18960,3,high,True,False,-0.6981484326557981
226,Female,62,1807,51-65,2年〜,755,2024-08-01 01:55:00,17,14,4,8640,1,1,18960,3,high,True,False,1.1888852181405718
227,Female,33,1748,31-50,2年〜,311,2024-06-07 20:35:00,39,17,2,2490,1,0,26850,4,Low,True,False,-1.0258584750650912
227,Female,33,1748,31-50,2年〜,488,2024-06-29 11:21:00,10,17,2,3920,1,0,26850,4,Low,True,False,-0.510885551279059
227,Female,33,1748,31-50,2年〜,686,2024-07-23 15:41:00,2,13,2,2970,1,0,26850,4,Low,True,False,-0.8530004307173322
227,Female,33,1748,31-50,2年〜,747,2024-07-31 02:28:00,30,17,3,7060,1,1,26850,4,Medium,True,False,0.6198941554958649
227,Female,33,1748,31-50,2年〜,796,2024-08-06 02:05:00,5,11,3,2090,1,1,26850,4,Medium,True,False,-1.1699068453548904
227,Female,33,1748,31-50,2年〜,845,2024-08-12 01:42:00,10,8,3,8320,1,1,26850,4,Medium,True,False,1.0736465219087323
228,Male,45,1322,31-50,2年〜,355,2024-06-13 05:32:00,12,13,4,670,0,1,17290,3,high,False,True,-1.6812785598836777
228,Male,45,1322,31-50,2年〜,526,2024-07-04 02:44:00,30,12,4,8200,1,1,17290,3,high,False,True,1.0304320108217926
228,Male,45,1322,31-50,2年〜,597,2024-07-12 18:50:00,40,17,3,8420,1,1,17290,3,Medium,False,True,1.1096586144811822
229,Female,61,1581,51-65,2年〜,110,2024-05-14 07:28:00,49,3,4,9850,1,1,23500,3,high,True,False,1.6246315382672145
229,Female,61,1581,51-65,2年〜,278,2024-06-03 19:52:00,35,9,1,7880,1,0,23500,3,Low,True,False,0.9151933145899532
229,Female,61,1581,51-65,2年〜,450,2024-06-24 19:59:00,2,14,1,4940,1,0,23500,3,Low,True,False,-0.14356220704007103
229,Female,61,1581,51-65,2年〜,506,2024-07-01 16:07:00,12,19,1,830,0,0,23500,3,Low,True,False,-1.623659211767758
230,Female,60,406,51-65,1年〜2年,124,2024-05-16 00:30:00,44,8,1,1390,0,0,14530,2,Low,True,False,-1.4219914933620392
230,Female,60,406,51-65,1年〜2年,285,2024-06-04 16:23:00,34,8,3,8930,1,1,14530,2,Medium,True,False,1.2933202866006763
230,Female,60,406,51-65,1年〜2年,491,2024-06-29 20:09:00,37,11,3,4210,1,1,14530,2,Medium,True,False,-0.40645048281895463
231,Female,40,974,31-50,2年〜,167,2024-05-21 06:32:00,17,1,2,3480,1,0,26190,4,Low,True,False,-0.6693387585978382
231,Female,40,974,31-50,2年〜,267,2024-06-02 11:37:00,40,2,2,7580,1,0,26190,4,Low,True,False,0.8071570368726039
231,Female,40,974,31-50,2年〜,462,2024-06-26 07:09:00,45,8,1,9320,1,0,26190,4,Low,True,False,1.4337674476332305
231,Female,40,974,31-50,2年〜,570,2024-07-09 11:41:00,4,8,2,5810,1,0,26190,4,Low,True,False,0.16974299834024228
232,Female,35,1848,31-50,2年〜,109,2024-05-14 04:32:00,41,18,2,4590,1,0,40660,4,Low,True,False,-0.26960453104364535
232,Female,35,1848,31-50,2年〜,310,2024-06-07 17:39:00,29,1,1,8290,1,0,40660,4,Low,True,False,1.0628428941369974
232,Female,35,1848,31-50,2年〜,330,2024-06-10 04:16:00,8,2,3,8580,1,1,40660,4,Medium,True,False,1.167277962597102
232,Female,35,1848,31-50,2年〜,354,2024-06-13 02:37:00,41,13,1,7970,1,0,40660,4,Low,True,False,0.9476041979051582
232,Female,35,1848,31-50,2年〜,669,2024-07-21 13:51:00,37,20,4,7130,1,1,40660,4,high,True,False,0.6451026202965797
232,Female,35,1848,31-50,2年〜,883,2024-08-16 17:04:00,31,4,1,4100,1,0,40660,4,Low,True,False,-0.4460637846486494
233,Female,72,1243,66-,2年〜,312,2024-06-07 23:31:00,39,17,4,2790,1,1,11340,2,high,True,False,-0.9178221973477418
233,Female,72,1243,66-,2年〜,410,2024-06-19 22:45:00,37,12,4,1530,0,1,11340,2,high,True,False,-1.3715745637606094
233,Female,72,1243,66-,2年〜,927,2024-08-22 02:02:00,20,2,4,7020,1,1,11340,2,high,True,False,0.6054893184668849
234,Male,67,351,66-,〜1年,468,2024-06-27 00:44:00,36,12,4,6030,1,1,6030,1,high,False,True,0.24896960199963186
235,Male,74,1490,66-,2年〜,424,2024-06-21 15:47:00,19,6,2,520,0,0,8400,1,Low,False,True,-1.7352966987423524
235,Male,74,1490,66-,2年〜,995,2024-08-30 09:20:00,8,12,1,7880,1,0,8400,1,Low,False,True,0.9151933145899532
236,Male,77,184,66-,〜1年,418,2024-06-20 22:11:00,25,19,2,9830,1,0,9830,1,Low,False,True,1.6174291197527244
237,Female,36,903,31-50,2年〜,156,2024-05-19 22:17:00,27,14,3,6960,1,1,17060,3,Medium,True,False,0.583882062923415
237,Female,36,903,31-50,2年〜,177,2024-05-22 11:50:00,44,11,2,4730,1,0,17060,3,Low,True,False,-0.2191876014422156
237,Female,36,903,31-50,2年〜,914,2024-08-20 11:56:00,6,10,3,5370,1,1,17060,3,Medium,True,False,0.011289791021463146
238,Female,20,1624,-30,2年〜,219,2024-05-27 14:56:00,31,4,4,4400,1,1,14190,2,high,True,False,-0.33802750693129996
238,Female,20,1624,-30,2年〜,415,2024-06-20 13:24:00,17,2,1,2780,1,0,14190,2,Low,True,False,-0.9214234066049868
238,Female,20,1624,-30,2年〜,703,2024-07-25 17:30:00,50,13,3,7010,1,1,14190,2,Medium,True,False,0.60188810920964
239,Female,47,1943,31-50,2年〜,17,2024-05-02 22:53:00,32,4,3,2680,1,1,20130,3,Medium,True,False,-0.9574354991774366
239,Female,47,1943,31-50,2年〜,190,2024-05-24 01:56:00,50,3,3,8000,1,1,20130,3,Medium,True,False,0.9584078256768931
239,Female,47,1943,31-50,2年〜,966,2024-08-26 20:20:00,16,14,3,9450,1,1,20130,3,Medium,True,False,1.4805831679774153
240,Male,22,487,-30,1年〜2年,540,2024-07-05 19:46:00,43,15,1,7130,1,0,14030,2,Low,False,True,0.6451026202965797
240,Male,22,487,-30,1年〜2年,950,2024-08-24 21:27:00,14,10,3,6900,1,1,14030,2,Medium,False,True,0.5622748073799452
241,Female,79,1317,66-,2年〜,35,2024-05-05 03:39:00,37,9,4,6230,1,1,8750,1,high,True,False,0.3209937871445315
241,Female,79,1317,66-,2年〜,97,2024-05-12 17:22:00,49,10,2,1780,0,0,8750,1,Low,True,False,-1.2815443323294848
241,Female,79,1317,66-,2年〜,911,2024-08-20 03:08:00,15,3,2,740,0,0,8750,1,Low,True,False,-1.656070095082963
242,Male,74,1842,66-,2年〜,71,2024-05-09 13:09:00,24,1,2,4230,1,0,13350,2,Low,False,True,-0.39924806430446463
242,Male,74,1842,66-,2年〜,292,2024-06-05 12:54:00,17,13,2,4670,1,0,13350,2,Low,False,True,-0.2407948569856855
242,Male,74,1842,66-,2年〜,329,2024-06-10 01:20:00,36,19,1,4450,1,0,13350,2,Low,False,True,-0.3200214606450751
243,Female,73,414,66-,1年〜2年,477,2024-06-28 03:07:00,40,17,1,4710,1,0,9320,1,Low,True,False,-0.22639001995670557
243,Female,73,414,66-,1年〜2年,660,2024-07-20 11:29:00,6,15,3,2080,1,1,9320,1,Medium,True,False,-1.1735080546121355
243,Female,73,414,66-,1年〜2年,970,2024-08-27 08:04:00,48,14,1,2530,1,0,9320,1,Low,True,False,-1.0114536380361114
244,Male,28,1143,-30,2年〜,188,2024-05-23 20:05:00,27,15,2,9700,1,0,9700,1,Low,False,True,1.5706133994085398
245,Female,60,1565,51-65,2年〜,559,2024-07-08 03:27:00,29,5,3,1250,0,1,11130,2,Medium,True,False,-1.4724084229634689
245,Female,60,1565,51-65,2年〜,924,2024-08-21 17:14:00,13,5,2,9880,1,0,11130,2,Low,True,False,1.6354351660389495
